instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_str,temp_scaled,atemp_scaled,hum_scaled,windspeed_scaled
6749,2011-10-13,4,0,10,18,0,4,1,Rainy,0.62,0.5758,0.83,0.2537,20,248,268,Winter,1.5121951219512195,1.1516,0.83,0.37865671641791043
6750,2011-10-13,4,0,10,19,0,4,1,Cloudy,0.62,0.5758,0.83,0.1642,18,187,205,Winter,1.5121951219512195,1.1516,0.83,0.24507462686567164
6751,2011-10-13,4,0,10,20,0,4,1,Sunny,0.62,0.5758,0.83,0.2836,15,166,181,Winter,1.5121951219512195,1.1516,0.83,0.42328358208955225
6752,2011-10-13,4,0,10,21,0,4,1,Sunny,0.62,0.5758,0.83,0.194,8,115,123,Winter,1.5121951219512195,1.1516,0.83,0.2895522388059702
6753,2011-10-13,4,0,10,22,0,4,1,Sunny,0.62,0.5758,0.83,0.194,13,101,114,Winter,1.5121951219512195,1.1516,0.83,0.2895522388059702
6754,2011-10-13,4,0,10,23,0,4,1,Cloudy,0.58,0.5455,0.88,0.194,2,45,47,Winter,1.4146341463414633,1.091,0.88,0.2895522388059702
6755,2011-10-14,4,0,10,0,0,5,1,Sunny,0.58,0.5455,0.94,0.0896,10,29,39,Winter,1.4146341463414633,1.091,0.9399999999999998,0.1337313432835821
6756,2011-10-14,4,0,10,1,0,5,1,Sunny,0.58,0.5455,0.94,0.1343,8,16,24,Winter,1.4146341463414633,1.091,0.9399999999999998,0.20044776119402985
6757,2011-10-14,4,0,10,2,0,5,1,Sunny,0.56,0.5303,0.94,0.1642,0,6,6,Winter,1.3658536585365855,1.0606,0.9399999999999998,0.24507462686567164
6758,2011-10-14,4,0,10,3,0,5,1,Sunny,0.56,0.5303,0.94,0.1343,1,6,7,Winter,1.3658536585365855,1.0606,0.9399999999999998,0.20044776119402985
6759,2011-10-14,4,0,10,4,0,5,1,Sunny,0.56,0.5303,0.94,0.194,0,8,8,Winter,1.3658536585365855,1.0606,0.9399999999999998,0.2895522388059702
6760,2011-10-14,4,0,10,5,0,5,1,Cloudy,0.56,0.5303,0.94,0.1642,0,17,17,Winter,1.3658536585365855,1.0606,0.9399999999999998,0.24507462686567164
6761,2011-10-14,4,0,10,6,0,5,1,Rainy,0.56,0.5303,0.88,0.194,4,90,94,Winter,1.3658536585365855,1.0606,0.88,0.2895522388059702
6762,2011-10-14,4,0,10,7,0,5,1,Rainy,0.56,0.5303,0.88,0.194,10,137,147,Winter,1.3658536585365855,1.0606,0.88,0.2895522388059702
6763,2011-10-14,4,0,10,8,0,5,1,Cloudy,0.56,0.5303,0.9,0.1642,23,186,209,Winter,1.3658536585365855,1.0606,0.9000000000000001,0.24507462686567164
6764,2011-10-14,4,0,10,9,0,5,1,Cloudy,0.56,0.5303,0.94,0.2239,16,164,180,Winter,1.3658536585365855,1.0606,0.9399999999999998,0.3341791044776119
6765,2011-10-14,4,0,10,10,0,5,1,Rainy,0.54,0.5152,0.88,0.3582,17,108,125,Winter,1.3170731707317074,1.0304,0.88,0.5346268656716419
6766,2011-10-14,4,0,10,11,0,5,1,Rainy,0.52,0.5,0.88,0.1642,11,76,87,Winter,1.2682926829268293,1.0,0.88,0.24507462686567164
6767,2011-10-14,4,0,10,12,0,5,1,Rainy,0.52,0.5,0.88,0.1642,13,62,75,Winter,1.2682926829268293,1.0,0.88,0.24507462686567164
6768,2011-10-14,4,0,10,13,0,5,1,Sunny,0.56,0.5303,0.73,0.3582,18,114,132,Winter,1.3658536585365855,1.0606,0.73,0.5346268656716419
6769,2011-10-14,4,0,10,14,0,5,1,Sunny,0.62,0.6212,0.43,0.3582,37,119,156,Winter,1.5121951219512195,1.2424,0.43,0.5346268656716419
6770,2011-10-14,4,0,10,15,0,5,1,Sunny,0.62,0.6212,0.43,0.2836,61,169,230,Winter,1.5121951219512195,1.2424,0.43,0.42328358208955225
6771,2011-10-14,4,0,10,16,0,5,1,Sunny,0.6,0.6212,0.43,0.2239,80,264,344,Winter,1.4634146341463414,1.2424,0.43,0.3341791044776119
6772,2011-10-14,4,0,10,17,0,5,1,Sunny,0.58,0.5455,0.46,0.4179,55,426,481,Winter,1.4146341463414633,1.091,0.45999999999999996,0.623731343283582
6773,2011-10-14,4,0,10,18,0,5,1,Sunny,0.54,0.5152,0.39,0.2836,62,361,423,Winter,1.3170731707317074,1.0304,0.39,0.42328358208955225
6774,2011-10-14,4,0,10,19,0,5,1,Sunny,0.54,0.5152,0.39,0.3284,27,221,248,Winter,1.3170731707317074,1.0304,0.39,0.49014925373134327
6775,2011-10-14,4,0,10,20,0,5,1,Sunny,0.52,0.5,0.42,0.194,19,177,196,Winter,1.2682926829268293,1.0,0.42,0.2895522388059702
6776,2011-10-14,4,0,10,21,0,5,1,Sunny,0.5,0.4848,0.45,0.194,22,156,178,Winter,1.2195121951219512,0.9696,0.45000000000000007,0.2895522388059702
6777,2011-10-14,4,0,10,22,0,5,1,Sunny,0.46,0.4545,0.59,0.2239,20,123,143,Winter,1.1219512195121952,0.909,0.59,0.3341791044776119
6778,2011-10-14,4,0,10,23,0,5,1,Sunny,0.46,0.4545,0.59,0.1642,15,80,95,Winter,1.1219512195121952,0.909,0.59,0.24507462686567164
6779,2011-10-15,4,0,10,0,0,6,0,Sunny,0.46,0.4545,0.55,0.1045,18,88,106,Winter,1.1219512195121952,0.909,0.55,0.15597014925373134
6780,2011-10-15,4,0,10,1,0,6,0,Sunny,0.46,0.4545,0.55,0.2537,9,64,73,Winter,1.1219512195121952,0.909,0.55,0.37865671641791043
6781,2011-10-15,4,0,10,2,0,6,0,Sunny,0.46,0.4545,0.59,0.194,17,39,56,Winter,1.1219512195121952,0.909,0.59,0.2895522388059702
6782,2011-10-15,4,0,10,3,0,6,0,Sunny,0.44,0.4394,0.62,0.194,5,18,23,Winter,1.0731707317073171,0.8788,0.62,0.2895522388059702
6783,2011-10-15,4,0,10,4,0,6,0,Sunny,0.42,0.4242,0.67,0.1343,0,6,6,Winter,1.024390243902439,0.8484,0.67,0.20044776119402985
6784,2011-10-15,4,0,10,5,0,6,0,Sunny,0.42,0.4242,0.71,0.1642,1,6,7,Winter,1.024390243902439,0.8484,0.71,0.24507462686567164
6785,2011-10-15,4,0,10,6,0,6,0,Sunny,0.4,0.4091,0.71,0.0,5,15,20,Winter,0.975609756097561,0.8182,0.71,0.0
6786,2011-10-15,4,0,10,7,0,6,0,Sunny,0.4,0.4091,0.76,0.1045,17,40,57,Winter,0.975609756097561,0.8182,0.76,0.15597014925373134
6787,2011-10-15,4,0,10,8,0,6,0,Sunny,0.46,0.4545,0.59,0.2836,24,101,125,Winter,1.1219512195121952,0.909,0.59,0.42328358208955225
6788,2011-10-15,4,0,10,9,0,6,0,Sunny,0.52,0.5,0.48,0.2985,50,157,207,Winter,1.2682926829268293,1.0,0.48,0.4455223880597015
6789,2011-10-15,4,0,10,10,0,6,0,Sunny,0.54,0.5152,0.45,0.4478,115,207,322,Winter,1.3170731707317074,1.0304,0.45000000000000007,0.6683582089552238
6790,2011-10-15,4,0,10,11,0,6,0,Sunny,0.56,0.5303,0.4,0.3881,153,221,374,Winter,1.3658536585365855,1.0606,0.4,0.5792537313432835
6791,2011-10-15,4,0,10,12,0,6,0,Sunny,0.58,0.5455,0.35,0.5522,195,261,456,Winter,1.4146341463414633,1.091,0.35,0.824179104477612
6792,2011-10-15,4,0,10,13,0,6,0,Sunny,0.6,0.6212,0.35,0.4627,171,223,394,Winter,1.4634146341463414,1.2424,0.35,0.6905970149253732
6793,2011-10-15,4,0,10,14,0,6,0,Sunny,0.6,0.6212,0.33,0.4627,242,230,472,Winter,1.4634146341463414,1.2424,0.33,0.6905970149253732
6794,2011-10-15,4,0,10,15,0,6,0,Sunny,0.62,0.6212,0.31,0.4925,166,211,377,Winter,1.5121951219512195,1.2424,0.31,0.7350746268656717
6795,2011-10-15,4,0,10,16,0,6,0,Sunny,0.62,0.6212,0.29,0.3881,179,264,443,Winter,1.5121951219512195,1.2424,0.29,0.5792537313432835
6796,2011-10-15,4,0,10,17,0,6,0,Sunny,0.58,0.5455,0.32,0.2836,177,264,441,Winter,1.4146341463414633,1.091,0.32,0.42328358208955225
6797,2011-10-15,4,0,10,18,0,6,0,Sunny,0.54,0.5152,0.39,0.194,121,251,372,Winter,1.3170731707317074,1.0304,0.39,0.2895522388059702
6798,2011-10-15,4,0,10,19,0,6,0,Sunny,0.5,0.4848,0.51,0.1343,61,177,238,Winter,1.2195121951219512,0.9696,0.51,0.20044776119402985
6799,2011-10-15,4,0,10,20,0,6,0,Sunny,0.5,0.4848,0.48,0.1343,42,137,179,Winter,1.2195121951219512,0.9696,0.48,0.20044776119402985
6800,2011-10-15,4,0,10,21,0,6,0,Sunny,0.5,0.4848,0.42,0.2239,53,115,168,Winter,1.2195121951219512,0.9696,0.42,0.3341791044776119
6801,2011-10-15,4,0,10,22,0,6,0,Sunny,0.5,0.4848,0.36,0.1343,45,121,166,Winter,1.2195121951219512,0.9696,0.36,0.20044776119402985
6802,2011-10-15,4,0,10,23,0,6,0,Sunny,0.48,0.4697,0.41,0.1642,33,102,135,Winter,1.170731707317073,0.9394,0.4099999999999999,0.24507462686567164
6803,2011-10-16,4,0,10,0,0,0,0,Sunny,0.46,0.4545,0.44,0.1343,22,85,107,Winter,1.1219512195121952,0.909,0.44,0.20044776119402985
6804,2011-10-16,4,0,10,1,0,0,0,Sunny,0.44,0.4394,0.47,0.1343,13,64,77,Winter,1.0731707317073171,0.8788,0.4699999999999999,0.20044776119402985
6805,2011-10-16,4,0,10,2,0,0,0,Sunny,0.42,0.4242,0.54,0.1343,13,52,65,Winter,1.024390243902439,0.8484,0.54,0.20044776119402985
6806,2011-10-16,4,0,10,3,0,0,0,Sunny,0.42,0.4242,0.54,0.1343,11,31,42,Winter,1.024390243902439,0.8484,0.54,0.20044776119402985
6807,2011-10-16,4,0,10,4,0,0,0,Sunny,0.42,0.4242,0.54,0.194,5,7,12,Winter,1.024390243902439,0.8484,0.54,0.2895522388059702
6808,2011-10-16,4,0,10,5,0,0,0,Sunny,0.42,0.4242,0.54,0.1642,1,6,7,Winter,1.024390243902439,0.8484,0.54,0.24507462686567164
6809,2011-10-16,4,0,10,6,0,0,0,Sunny,0.38,0.3939,0.66,0.1642,3,7,10,Winter,0.9268292682926829,0.7878,0.66,0.24507462686567164
6810,2011-10-16,4,0,10,7,0,0,0,Sunny,0.4,0.4091,0.62,0.1343,9,39,48,Winter,0.975609756097561,0.8182,0.62,0.20044776119402985
6811,2011-10-16,4,0,10,8,0,0,0,Sunny,0.44,0.4394,0.62,0.194,28,71,99,Winter,1.0731707317073171,0.8788,0.62,0.2895522388059702
6812,2011-10-16,4,0,10,9,0,0,0,Sunny,0.5,0.4848,0.45,0.2239,39,151,190,Winter,1.2195121951219512,0.9696,0.45000000000000007,0.3341791044776119
6813,2011-10-16,4,0,10,10,0,0,0,Sunny,0.54,0.5152,0.45,0.2537,121,226,347,Winter,1.3170731707317074,1.0304,0.45000000000000007,0.37865671641791043
6814,2011-10-16,4,0,10,11,0,0,0,Sunny,0.56,0.5303,0.35,0.2836,159,218,377,Winter,1.3658536585365855,1.0606,0.35,0.42328358208955225
6815,2011-10-16,4,0,10,12,0,0,0,Sunny,0.58,0.5455,0.35,0.2537,167,277,444,Winter,1.4146341463414633,1.091,0.35,0.37865671641791043
6816,2011-10-16,4,0,10,13,0,0,0,Sunny,0.6,0.6212,0.35,0.2985,169,269,438,Winter,1.4634146341463414,1.2424,0.35,0.4455223880597015
6817,2011-10-16,4,0,10,14,0,0,0,Sunny,0.6,0.6212,0.4,0.2985,204,258,462,Winter,1.4634146341463414,1.2424,0.4,0.4455223880597015
6818,2011-10-16,4,0,10,15,0,0,0,Sunny,0.62,0.6212,0.35,0.3881,182,230,412,Winter,1.5121951219512195,1.2424,0.35,0.5792537313432835
6819,2011-10-16,4,0,10,16,0,0,0,Sunny,0.6,0.6212,0.46,0.3881,177,289,466,Winter,1.4634146341463414,1.2424,0.45999999999999996,0.5792537313432835
6820,2011-10-16,4,0,10,17,0,0,0,Sunny,0.58,0.5455,0.49,0.4627,152,253,405,Winter,1.4146341463414633,1.091,0.49,0.6905970149253732
6821,2011-10-16,4,0,10,18,0,0,0,Sunny,0.56,0.5303,0.49,0.4478,102,226,328,Winter,1.3658536585365855,1.0606,0.49,0.6683582089552238
6822,2011-10-16,4,0,10,19,0,0,0,Sunny,0.54,0.5152,0.52,0.3881,52,181,233,Winter,1.3170731707317074,1.0304,0.52,0.5792537313432835
6823,2011-10-16,4,0,10,20,0,0,0,Sunny,0.54,0.5152,0.52,0.4627,49,129,178,Winter,1.3170731707317074,1.0304,0.52,0.6905970149253732
6824,2011-10-16,4,0,10,21,0,0,0,Sunny,0.54,0.5152,0.52,0.3881,14,88,102,Winter,1.3170731707317074,1.0304,0.52,0.5792537313432835
6825,2011-10-16,4,0,10,22,0,0,0,Sunny,0.56,0.5303,0.49,0.4179,42,88,130,Winter,1.3658536585365855,1.0606,0.49,0.623731343283582
6826,2011-10-16,4,0,10,23,0,0,0,Sunny,0.56,0.5303,0.52,0.4179,14,48,62,Winter,1.3658536585365855,1.0606,0.52,0.623731343283582
6827,2011-10-17,4,0,10,0,0,1,1,Sunny,0.54,0.5152,0.56,0.3284,12,25,37,Winter,1.3170731707317074,1.0304,0.56,0.49014925373134327
6828,2011-10-17,4,0,10,1,0,1,1,Sunny,0.56,0.5303,0.54,0.3881,2,15,17,Winter,1.3658536585365855,1.0606,0.54,0.5792537313432835
6829,2011-10-17,4,0,10,2,0,1,1,Sunny,0.56,0.5303,0.54,0.3881,4,3,7,Winter,1.3658536585365855,1.0606,0.54,0.5792537313432835
6830,2011-10-17,4,0,10,3,0,1,1,Sunny,0.56,0.5303,0.49,0.194,0,2,2,Winter,1.3658536585365855,1.0606,0.49,0.2895522388059702
6831,2011-10-17,4,0,10,4,0,1,1,Sunny,0.52,0.5,0.59,0.1642,2,3,5,Winter,1.2682926829268293,1.0,0.59,0.24507462686567164
6832,2011-10-17,4,0,10,5,0,1,1,Sunny,0.5,0.4848,0.63,0.2985,1,28,29,Winter,1.2195121951219512,0.9696,0.63,0.4455223880597015
6833,2011-10-17,4,0,10,6,0,1,1,Sunny,0.5,0.4848,0.55,0.2537,7,107,114,Winter,1.2195121951219512,0.9696,0.55,0.37865671641791043
6834,2011-10-17,4,0,10,7,0,1,1,Cloudy,0.5,0.4848,0.55,0.1642,10,299,309,Winter,1.2195121951219512,0.9696,0.55,0.24507462686567164
6835,2011-10-17,4,0,10,8,0,1,1,Cloudy,0.5,0.4848,0.51,0.2537,33,381,414,Winter,1.2195121951219512,0.9696,0.51,0.37865671641791043
6836,2011-10-17,4,0,10,9,0,1,1,Cloudy,0.5,0.4848,0.45,0.2836,26,180,206,Winter,1.2195121951219512,0.9696,0.45000000000000007,0.42328358208955225
6837,2011-10-17,4,0,10,10,0,1,1,Sunny,0.52,0.5,0.45,0.1642,43,92,135,Winter,1.2682926829268293,1.0,0.45000000000000007,0.24507462686567164
6838,2011-10-17,4,0,10,11,0,1,1,Sunny,0.56,0.5303,0.43,0.0,35,131,166,Winter,1.3658536585365855,1.0606,0.43,0.0
6839,2011-10-17,4,0,10,12,0,1,1,Sunny,0.56,0.5303,0.4,0.0896,39,166,205,Winter,1.3658536585365855,1.0606,0.4,0.1337313432835821
6840,2011-10-17,4,0,10,13,0,1,1,Sunny,0.56,0.5303,0.46,0.0896,49,156,205,Winter,1.3658536585365855,1.0606,0.45999999999999996,0.1337313432835821
6841,2011-10-17,4,0,10,14,0,1,1,Sunny,0.58,0.5455,0.49,0.194,44,122,166,Winter,1.4146341463414633,1.091,0.49,0.2895522388059702
6842,2011-10-17,4,0,10,15,0,1,1,Sunny,0.56,0.5303,0.6,0.2537,66,142,208,Winter,1.3658536585365855,1.0606,0.6,0.37865671641791043
6843,2011-10-17,4,0,10,16,0,1,1,Sunny,0.58,0.5455,0.56,0.2537,64,238,302,Winter,1.4146341463414633,1.091,0.56,0.37865671641791043
6844,2011-10-17,4,0,10,17,0,1,1,Sunny,0.56,0.5303,0.64,0.1343,80,540,620,Winter,1.3658536585365855,1.0606,0.64,0.20044776119402985
6845,2011-10-17,4,0,10,18,0,1,1,Sunny,0.56,0.5303,0.6,0.0,49,469,518,Winter,1.3658536585365855,1.0606,0.6,0.0
6846,2011-10-17,4,0,10,19,0,1,1,Sunny,0.54,0.5152,0.68,0.1045,45,288,333,Winter,1.3170731707317074,1.0304,0.68,0.15597014925373134
6847,2011-10-17,4,0,10,20,0,1,1,Sunny,0.52,0.5,0.77,0.1045,40,189,229,Winter,1.2682926829268293,1.0,0.77,0.15597014925373134
6848,2011-10-17,4,0,10,21,0,1,1,Sunny,0.5,0.4848,0.77,0.1045,36,141,177,Winter,1.2195121951219512,0.9696,0.77,0.15597014925373134
6849,2011-10-17,4,0,10,22,0,1,1,Sunny,0.5,0.4848,0.77,0.0,16,88,104,Winter,1.2195121951219512,0.9696,0.77,0.0
6850,2011-10-17,4,0,10,23,0,1,1,Cloudy,0.48,0.4697,0.88,0.0,10,52,62,Winter,1.170731707317073,0.9394,0.88,0.0
6851,2011-10-18,4,0,10,0,0,2,1,Sunny,0.48,0.4697,0.82,0.0,8,23,31,Winter,1.170731707317073,0.9394,0.8199999999999998,0.0
6852,2011-10-18,4,0,10,1,0,2,1,Cloudy,0.46,0.4545,0.88,0.0,4,7,11,Winter,1.1219512195121952,0.909,0.88,0.0
6853,2011-10-18,4,0,10,2,0,2,1,Sunny,0.44,0.4394,0.94,0.0896,1,4,5,Winter,1.0731707317073171,0.8788,0.9399999999999998,0.1337313432835821
6854,2011-10-18,4,0,10,3,0,2,1,Sunny,0.44,0.4394,0.94,0.0896,0,1,1,Winter,1.0731707317073171,0.8788,0.9399999999999998,0.1337313432835821
6855,2011-10-18,4,0,10,4,0,2,1,Cloudy,0.44,0.4394,0.94,0.1045,0,4,4,Winter,1.0731707317073171,0.8788,0.9399999999999998,0.15597014925373134
6856,2011-10-18,4,0,10,5,0,2,1,Cloudy,0.46,0.4545,0.88,0.0,2,19,21,Winter,1.1219512195121952,0.909,0.88,0.0
6857,2011-10-18,4,0,10,6,0,2,1,Sunny,0.46,0.4545,0.82,0.0896,4,105,109,Winter,1.1219512195121952,0.909,0.8199999999999998,0.1337313432835821
6858,2011-10-18,4,0,10,7,0,2,1,Sunny,0.46,0.4545,0.88,0.0896,15,326,341,Winter,1.1219512195121952,0.909,0.88,0.1337313432835821
6859,2011-10-18,4,0,10,8,0,2,1,Sunny,0.5,0.4848,0.77,0.0896,25,474,499,Winter,1.2195121951219512,0.9696,0.77,0.1337313432835821
6860,2011-10-18,4,0,10,9,0,2,1,Cloudy,0.52,0.5,0.77,0.0896,29,198,227,Winter,1.2682926829268293,1.0,0.77,0.1337313432835821
6861,2011-10-18,4,0,10,10,0,2,1,Cloudy,0.56,0.5303,0.68,0.0,27,75,102,Winter,1.3658536585365855,1.0606,0.68,0.0
6862,2011-10-18,4,0,10,11,0,2,1,Cloudy,0.6,0.6212,0.49,0.1045,35,112,147,Winter,1.4634146341463414,1.2424,0.49,0.15597014925373134
6863,2011-10-18,4,0,10,12,0,2,1,Cloudy,0.62,0.6212,0.43,0.0896,42,159,201,Winter,1.5121951219512195,1.2424,0.43,0.1337313432835821
6864,2011-10-18,4,0,10,13,0,2,1,Cloudy,0.64,0.6212,0.38,0.194,48,171,219,Winter,1.5609756097560976,1.2424,0.38,0.2895522388059702
6865,2011-10-18,4,0,10,14,0,2,1,Cloudy,0.62,0.6212,0.41,0.1642,32,137,169,Winter,1.5121951219512195,1.2424,0.4099999999999999,0.24507462686567164
6866,2011-10-18,4,0,10,15,0,2,1,Sunny,0.62,0.6212,0.5,0.194,66,139,205,Winter,1.5121951219512195,1.2424,0.5,0.2895522388059702
6867,2011-10-18,4,0,10,16,0,2,1,Sunny,0.62,0.6212,0.57,0.2537,58,246,304,Winter,1.5121951219512195,1.2424,0.57,0.37865671641791043
6868,2011-10-18,4,0,10,17,0,2,1,Sunny,0.6,0.6061,0.6,0.1343,72,553,625,Winter,1.4634146341463414,1.2122,0.6,0.20044776119402985
6869,2011-10-18,4,0,10,18,0,2,1,Sunny,0.56,0.5303,0.68,0.1045,58,512,570,Winter,1.3658536585365855,1.0606,0.68,0.15597014925373134
6870,2011-10-18,4,0,10,19,0,2,1,Sunny,0.56,0.5303,0.6,0.1045,31,286,317,Winter,1.3658536585365855,1.0606,0.6,0.15597014925373134
6871,2011-10-18,4,0,10,20,0,2,1,Sunny,0.54,0.5152,0.64,0.1642,23,204,227,Winter,1.3170731707317074,1.0304,0.64,0.24507462686567164
6872,2011-10-18,4,0,10,21,0,2,1,Cloudy,0.54,0.5152,0.68,0.1343,28,178,206,Winter,1.3170731707317074,1.0304,0.68,0.20044776119402985
6873,2011-10-18,4,0,10,22,0,2,1,Cloudy,0.52,0.5,0.77,0.1642,22,115,137,Winter,1.2682926829268293,1.0,0.77,0.24507462686567164
6874,2011-10-18,4,0,10,23,0,2,1,Cloudy,0.52,0.5,0.77,0.194,7,63,70,Winter,1.2682926829268293,1.0,0.77,0.2895522388059702
6875,2011-10-19,4,0,10,0,0,3,1,Cloudy,0.52,0.5,0.77,0.194,11,23,34,Winter,1.2682926829268293,1.0,0.77,0.2895522388059702
6876,2011-10-19,4,0,10,1,0,3,1,Cloudy,0.52,0.5,0.77,0.194,7,9,16,Winter,1.2682926829268293,1.0,0.77,0.2895522388059702
6877,2011-10-19,4,0,10,2,0,3,1,Cloudy,0.52,0.5,0.77,0.194,1,6,7,Winter,1.2682926829268293,1.0,0.77,0.2895522388059702
6878,2011-10-19,4,0,10,4,0,3,1,Rainy,0.5,0.4848,0.94,0.194,0,3,3,Winter,1.2195121951219512,0.9696,0.9399999999999998,0.2895522388059702
6879,2011-10-19,4,0,10,5,0,3,1,Rainy,0.5,0.4848,1.0,0.1045,0,3,3,Winter,1.2195121951219512,0.9696,1.0,0.15597014925373134
6880,2011-10-19,4,0,10,6,0,3,1,Rainy,0.52,0.5,0.83,0.2537,3,28,31,Winter,1.2682926829268293,1.0,0.83,0.37865671641791043
6881,2011-10-19,4,0,10,7,0,3,1,Rainy,0.52,0.5,0.77,0.2537,1,67,68,Winter,1.2682926829268293,1.0,0.77,0.37865671641791043
6882,2011-10-19,4,0,10,8,0,3,1,Rainy,0.54,0.5152,0.7,0.4925,10,200,210,Winter,1.3170731707317074,1.0304,0.7,0.7350746268656717
6883,2011-10-19,4,0,10,9,0,3,1,Rainy,0.52,0.5,0.88,0.4925,17,185,202,Winter,1.2682926829268293,1.0,0.88,0.7350746268656717
6884,2011-10-19,4,0,10,10,0,3,1,Rainy,0.52,0.5,0.88,0.4925,14,109,123,Winter,1.2682926829268293,1.0,0.88,0.7350746268656717
6885,2011-10-19,4,0,10,11,0,3,1,Rainy,0.52,0.5,0.94,0.2537,33,116,149,Winter,1.2682926829268293,1.0,0.9399999999999998,0.37865671641791043
6886,2011-10-19,4,0,10,12,0,3,1,Rainy,0.52,0.5,0.94,0.3284,13,117,130,Winter,1.2682926829268293,1.0,0.9399999999999998,0.49014925373134327
6887,2011-10-19,4,0,10,13,0,3,1,Cloudy,0.54,0.5152,0.94,0.2836,20,86,106,Winter,1.3170731707317074,1.0304,0.9399999999999998,0.42328358208955225
6888,2011-10-19,4,0,10,14,0,3,1,Rainy,0.54,0.5152,0.94,0.1642,17,80,97,Winter,1.3170731707317074,1.0304,0.9399999999999998,0.24507462686567164
6889,2011-10-19,4,0,10,15,0,3,1,Rainy,0.54,0.5152,1.0,0.1343,21,99,120,Winter,1.3170731707317074,1.0304,1.0,0.20044776119402985
6890,2011-10-19,4,0,10,16,0,3,1,Rainy,0.56,0.5303,0.94,0.1642,21,180,201,Winter,1.3658536585365855,1.0606,0.9399999999999998,0.24507462686567164
6891,2011-10-19,4,0,10,17,0,3,1,Rainy,0.56,0.5303,0.94,0.1642,11,170,181,Winter,1.3658536585365855,1.0606,0.9399999999999998,0.24507462686567164
6892,2011-10-19,4,0,10,18,0,3,1,Rainy,0.56,0.5303,1.0,0.1642,8,132,140,Winter,1.3658536585365855,1.0606,1.0,0.24507462686567164
6893,2011-10-19,4,0,10,19,0,3,1,Cloudy,0.6,0.5455,0.88,0.1343,8,189,197,Winter,1.4634146341463414,1.091,0.88,0.20044776119402985
6894,2011-10-19,4,0,10,20,0,3,1,Rainy,0.6,0.5152,0.94,0.0896,5,140,145,Winter,1.4634146341463414,1.0304,0.9399999999999998,0.1337313432835821
6895,2011-10-19,4,0,10,21,0,3,1,Cloudy,0.58,0.5455,0.94,0.1343,6,79,85,Winter,1.4146341463414633,1.091,0.9399999999999998,0.20044776119402985
6896,2011-10-19,4,0,10,22,0,3,1,Cloudy,0.58,0.5455,0.94,0.3582,13,94,107,Winter,1.4146341463414633,1.091,0.9399999999999998,0.5346268656716419
6897,2011-10-19,4,0,10,23,0,3,1,Cloudy,0.58,0.5455,0.94,0.3582,14,55,69,Winter,1.4146341463414633,1.091,0.9399999999999998,0.5346268656716419
6898,2011-10-20,4,0,10,0,0,4,1,Sunny,0.56,0.5303,0.94,0.2985,4,22,26,Winter,1.3658536585365855,1.0606,0.9399999999999998,0.4455223880597015
6899,2011-10-20,4,0,10,1,0,4,1,Sunny,0.56,0.5303,0.88,0.3582,4,11,15,Winter,1.3658536585365855,1.0606,0.88,0.5346268656716419
6900,2011-10-20,4,0,10,2,0,4,1,Sunny,0.56,0.5303,0.88,0.4478,0,4,4,Winter,1.3658536585365855,1.0606,0.88,0.6683582089552238
6901,2011-10-20,4,0,10,3,0,4,1,Sunny,0.5,0.4848,0.82,0.4627,0,1,1,Winter,1.2195121951219512,0.9696,0.8199999999999998,0.6905970149253732
6902,2011-10-20,4,0,10,4,0,4,1,Sunny,0.5,0.4848,0.82,0.4627,2,6,8,Winter,1.2195121951219512,0.9696,0.8199999999999998,0.6905970149253732
6903,2011-10-20,4,0,10,5,0,4,1,Sunny,0.48,0.4697,0.82,0.3582,2,24,26,Winter,1.170731707317073,0.9394,0.8199999999999998,0.5346268656716419
6904,2011-10-20,4,0,10,6,0,4,1,Sunny,0.44,0.4394,0.82,0.4179,5,87,92,Winter,1.0731707317073171,0.8788,0.8199999999999998,0.623731343283582
6905,2011-10-20,4,0,10,7,0,4,1,Sunny,0.42,0.4242,0.77,0.4478,15,303,318,Winter,1.024390243902439,0.8484,0.77,0.6683582089552238
6906,2011-10-20,4,0,10,8,0,4,1,Sunny,0.44,0.4394,0.67,0.5224,17,409,426,Winter,1.0731707317073171,0.8788,0.67,0.7797014925373134
6907,2011-10-20,4,0,10,9,0,4,1,Sunny,0.44,0.4394,0.67,0.5821,26,197,223,Winter,1.0731707317073171,0.8788,0.67,0.8688059701492538
6908,2011-10-20,4,0,10,10,0,4,1,Sunny,0.46,0.4545,0.59,0.4478,25,105,130,Winter,1.1219512195121952,0.909,0.59,0.6683582089552238
6909,2011-10-20,4,0,10,11,0,4,1,Sunny,0.48,0.4697,0.55,0.5224,30,99,129,Winter,1.170731707317073,0.9394,0.55,0.7797014925373134
6910,2011-10-20,4,0,10,12,0,4,1,Sunny,0.48,0.4697,0.48,0.5224,28,171,199,Winter,1.170731707317073,0.9394,0.48,0.7797014925373134
6911,2011-10-20,4,0,10,13,0,4,1,Sunny,0.5,0.4848,0.45,0.5821,28,136,164,Winter,1.2195121951219512,0.9696,0.45000000000000007,0.8688059701492538
6912,2011-10-20,4,0,10,14,0,4,1,Cloudy,0.48,0.4697,0.48,0.5522,38,117,155,Winter,1.170731707317073,0.9394,0.48,0.824179104477612
