instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,season_str,temp_scaled,atemp_scaled,hum_scaled,windspeed_scaled
312,2011-11-08,4,0,11,0,2,1,Sunny,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,0,Winter,0.9959341463414635,0.8244919999999999,0.721667,0.1030410447761194
313,2011-11-09,4,0,11,0,3,1,Sunny,0.4,0.409079,0.758333,0.0621958,305,3804,4109,0,Winter,0.975609756097561,0.818158,0.758333,0.09282955223880597
314,2011-11-10,4,0,11,0,4,1,Cloudy,0.38,0.373721,0.813333,0.189067,190,2743,2933,0,Winter,0.9268292682926829,0.747442,0.813333,0.282189552238806
315,2011-11-11,4,0,11,1,5,0,Sunny,0.324167,0.306817,0.44625,0.314675,440,2928,3368,0,Winter,0.7906512195121951,0.613634,0.4462499999999999,0.4696641791044776
316,2011-11-12,4,0,11,0,6,0,Sunny,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,0,Winter,0.869919512195122,0.715884,0.552917,0.316510447761194
317,2011-11-13,4,0,11,0,0,0,Sunny,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,0,Winter,1.0752024390243902,0.8611000000000001,0.458333,0.42047910447761194
318,2011-11-14,4,0,11,0,1,1,Sunny,0.53,0.524612,0.587083,0.306596,595,3891,4486,0,Winter,1.2926829268292683,1.049224,0.587083,0.4576059701492537
319,2011-11-15,4,0,11,0,2,1,Cloudy,0.53,0.507579,0.68875,0.199633,449,3746,4195,0,Winter,1.2926829268292683,1.015158,0.68875,0.2979597014925373
320,2011-11-16,4,0,11,0,3,1,Rainy,0.456667,0.451988,0.93,0.136829,145,1672,1817,0,Winter,1.113821951219512,0.9039760000000001,0.93,0.20422238805970153
321,2011-11-17,4,0,11,0,4,1,Cloudy,0.341667,0.323221,0.575833,0.305362,139,2914,3053,0,Winter,0.8333341463414634,0.646442,0.575833,0.4557641791044777
322,2011-11-18,4,0,11,0,5,1,Sunny,0.274167,0.272721,0.41,0.168533,245,3147,3392,0,Winter,0.6687000000000001,0.545442,0.4099999999999999,0.2515417910447761
323,2011-11-19,4,0,11,0,6,0,Sunny,0.329167,0.324483,0.502083,0.224496,943,2720,3663,0,Winter,0.8028463414634146,0.648966,0.502083,0.33506865671641795
324,2011-11-20,4,0,11,0,0,0,Cloudy,0.463333,0.457058,0.684583,0.18595,787,2733,3520,0,Winter,1.130080487804878,0.914116,0.684583,0.27753731343283583
325,2011-11-21,4,0,11,0,1,1,Rainy,0.4475,0.445062,0.91,0.138054,220,2545,2765,0,Winter,1.0914634146341464,0.8901239999999999,0.91,0.20605074626865674
326,2011-11-22,4,0,11,0,2,1,Rainy,0.416667,0.421696,0.9625,0.118792,69,1538,1607,0,Winter,1.016260975609756,0.8433920000000001,0.9625,0.17730149253731342
327,2011-11-23,4,0,11,0,3,1,Cloudy,0.440833,0.430537,0.757917,0.335825,112,2454,2566,0,Winter,1.0752024390243902,0.861074,0.757917,0.5012313432835821
328,2011-11-24,4,0,11,1,4,0,Sunny,0.373333,0.372471,0.549167,0.167304,560,935,1495,0,Winter,0.9105682926829268,0.744942,0.549167,0.24970746268656718
329,2011-11-25,4,0,11,0,5,1,Sunny,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,0,Winter,0.9146341463414633,0.761342,0.64375,0.14760567164179106
330,2011-11-26,4,0,11,0,6,0,Sunny,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,0,Winter,0.9166658536585366,0.770174,0.681667,0.10212059701492537
331,2011-11-27,4,0,11,0,0,0,Sunny,0.459167,0.4558,0.698333,0.208954,810,2261,3071,0,Winter,1.1199195121951218,0.9116,0.698333,0.31187164179104476
332,2011-11-28,4,0,11,0,1,1,Sunny,0.503478,0.490122,0.743043,0.142122,253,3614,3867,0,Winter,1.2279951219512193,0.9802440000000001,0.743043,0.2121223880597015
333,2011-11-29,4,0,11,0,2,1,Cloudy,0.458333,0.451375,0.830833,0.258092,96,2818,2914,0,Winter,1.1178853658536585,0.90275,0.830833,0.3852119402985074
334,2011-11-30,4,0,11,0,3,1,Sunny,0.325,0.311221,0.613333,0.271158,188,3425,3613,0,Winter,0.7926829268292683,0.622442,0.613333,0.40471343283582095
335,2011-12-01,4,0,12,0,4,1,Sunny,0.3125,0.305554,0.524583,0.220158,182,3545,3727,0,Winter,0.7621951219512195,0.611108,0.524583,0.32859402985074626
336,2011-12-02,4,0,12,0,5,1,Sunny,0.314167,0.331433,0.625833,0.100754,268,3672,3940,0,Winter,0.766260975609756,0.662866,0.625833,0.15037910447761194
337,2011-12-03,4,0,12,0,6,0,Sunny,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,0,Winter,0.7296756097560977,0.621208,0.612917,0.14296014925373135
338,2011-12-04,4,0,12,0,0,0,Sunny,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,0,Winter,0.8069097560975609,0.6982,0.775833,0.12531089552238805
339,2011-12-05,4,0,12,0,1,1,Cloudy,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,0,Winter,0.9410560975609756,0.78785,0.827083,0.09284820895522387
340,2011-12-06,4,0,12,0,2,1,Rainy,0.4625,0.4564,0.949583,0.232583,126,2468,2594,0,Winter,1.128048780487805,0.9128,0.9495830000000001,0.34713880597014923
341,2011-12-07,4,0,12,0,3,1,Rainy,0.41,0.400246,0.970417,0.266175,50,655,705,0,Winter,1.0,0.8004920000000001,0.970417,0.397276119402985
342,2011-12-08,4,0,12,0,4,1,Sunny,0.265833,0.256938,0.58,0.240058,150,3172,3322,0,Winter,0.6483731707317073,0.513876,0.58,0.3582955223880597
343,2011-12-09,4,0,12,0,5,1,Sunny,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,0,Winter,0.7093487804878049,0.635084,0.695833,0.12345776119402985
344,2011-12-10,4,0,12,0,6,0,Sunny,0.275,0.266412,0.5075,0.233221,502,2688,3190,0,Winter,0.6707317073170732,0.532824,0.5075,0.3480910447761194
345,2011-12-11,4,0,12,0,0,0,Sunny,0.220833,0.253154,0.49,0.0665417,377,2366,2743,0,Winter,0.5386170731707317,0.506308,0.49,0.09931597014925372
346,2011-12-12,4,0,12,0,1,1,Sunny,0.238333,0.270196,0.670833,0.06345,143,3167,3310,0,Winter,0.5812999999999999,0.540392,0.670833,0.09470149253731344
347,2011-12-13,4,0,12,0,2,1,Sunny,0.2825,0.301138,0.59,0.14055,155,3368,3523,0,Winter,0.6890243902439024,0.602276,0.59,0.20977611940298507
348,2011-12-14,4,0,12,0,3,1,Cloudy,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,0,Winter,0.774390243902439,0.676724,0.66375,0.09098253731343284
349,2011-12-15,4,0,12,0,4,1,Cloudy,0.4225,0.412237,0.634167,0.268042,181,3528,3709,0,Winter,1.0304878048780488,0.824474,0.634167,0.4000626865671642
350,2011-12-16,4,0,12,0,5,1,Cloudy,0.375,0.359825,0.500417,0.260575,178,3399,3577,0,Winter,0.9146341463414633,0.71965,0.500417,0.3889179104477612
351,2011-12-17,4,0,12,0,6,0,Cloudy,0.258333,0.249371,0.560833,0.243167,275,2464,2739,0,Winter,0.630080487804878,0.498742,0.560833,0.3629358208955224
352,2011-12-18,4,0,12,0,0,0,Sunny,0.238333,0.245579,0.58625,0.169779,220,2211,2431,0,Winter,0.5812999999999999,0.491158,0.58625,0.2534014925373135
353,2011-12-19,4,0,12,0,1,1,Sunny,0.276667,0.280933,0.6375,0.172896,260,3143,3403,0,Winter,0.6747975609756098,0.561866,0.6375,0.2580537313432836
354,2011-12-20,4,0,12,0,2,1,Cloudy,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,0,Winter,0.9410560975609756,0.792908,0.595417,0.09189671641791045
355,2011-12-21,1,0,12,0,3,1,Cloudy,0.428333,0.428017,0.858333,0.2214,107,2553,2660,0,Springer,1.0447146341463416,0.856034,0.858333,0.3304477611940299
356,2011-12-22,1,0,12,0,4,1,Cloudy,0.423333,0.426121,0.7575,0.047275,227,2841,3068,0,Springer,1.032519512195122,0.852242,0.7575,0.0705597014925373
357,2011-12-23,1,0,12,0,5,1,Sunny,0.373333,0.377513,0.68625,0.274246,163,2046,2209,0,Springer,0.9105682926829268,0.755026,0.68625,0.40932238805970145
358,2011-12-24,1,0,12,0,6,0,Sunny,0.3025,0.299242,0.5425,0.190304,155,856,1011,0,Springer,0.7378048780487805,0.598484,0.5425,0.28403582089552243
359,2011-12-25,1,0,12,0,0,0,Sunny,0.274783,0.279961,0.681304,0.155091,303,451,754,0,Springer,0.6702024390243903,0.559922,0.681304,0.23147910447761194
360,2011-12-26,1,0,12,1,1,0,Sunny,0.321739,0.315535,0.506957,0.239465,430,887,1317,0,Springer,0.7847292682926829,0.63107,0.506957,0.357410447761194
361,2011-12-27,1,0,12,0,2,1,Cloudy,0.325,0.327633,0.7625,0.18845,103,1059,1162,0,Springer,0.7926829268292683,0.655266,0.7625,0.28126865671641793
362,2011-12-28,1,0,12,0,3,1,Sunny,0.29913,0.279974,0.503913,0.293961,255,2047,2302,0,Springer,0.7295853658536585,0.559948,0.503913,0.4387477611940298
363,2011-12-29,1,0,12,0,4,1,Sunny,0.248333,0.263892,0.574167,0.119412,254,2169,2423,0,Springer,0.605690243902439,0.527784,0.574167,0.1782268656716418
364,2011-12-30,1,0,12,0,5,1,Sunny,0.311667,0.318812,0.636667,0.134337,491,2508,2999,0,Springer,0.7601634146341465,0.637624,0.636667,0.20050298507462688
365,2011-12-31,1,0,12,0,6,0,Sunny,0.41,0.414121,0.615833,0.220154,665,1820,2485,0,Springer,1.0,0.828242,0.615833,0.3285880597014925
366,2012-01-01,1,1,1,0,0,0,Sunny,0.37,0.375621,0.6925,0.192167,686,1608,2294,0,Springer,0.9024390243902438,0.751242,0.6925,0.28681641791044776
367,2012-01-02,1,1,1,1,1,0,Sunny,0.273043,0.252304,0.381304,0.329665,244,1707,1951,0,Springer,0.6659585365853659,0.504608,0.381304,0.4920373134328358
368,2012-01-03,1,1,1,0,2,1,Sunny,0.15,0.126275,0.44125,0.365671,89,2147,2236,0,Springer,0.36585365853658536,0.25255,0.44125,0.5457776119402985
369,2012-01-04,1,1,1,0,3,1,Cloudy,0.1075,0.119337,0.414583,0.1847,95,2273,2368,0,Springer,0.2621951219512195,0.238674,0.414583,0.27567164179104475
370,2012-01-05,1,1,1,0,4,1,Sunny,0.265833,0.278412,0.524167,0.129987,140,3132,3272,0,Springer,0.6483731707317073,0.556824,0.524167,0.19401044776119403
371,2012-01-06,1,1,1,0,5,1,Sunny,0.334167,0.340267,0.542083,0.167908,307,3791,4098,0,Springer,0.8150414634146341,0.680534,0.542083,0.2506089552238806
372,2012-01-07,1,1,1,0,6,0,Sunny,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,0,Springer,0.9593487804878049,0.7815579999999999,0.531667,0.2608328358208955
373,2012-01-08,1,1,1,0,0,0,Sunny,0.3375,0.340258,0.465,0.191542,599,2826,3425,0,Springer,0.8231707317073171,0.680516,0.465,0.2858835820895522
374,2012-01-09,1,1,1,0,1,1,Cloudy,0.224167,0.247479,0.701667,0.0989,106,2270,2376,0,Springer,0.5467487804878048,0.494958,0.701667,0.14761194029850747
375,2012-01-10,1,1,1,0,2,1,Sunny,0.308696,0.318826,0.646522,0.187552,173,3425,3598,0,Springer,0.7529170731707318,0.637652,0.646522,0.2799283582089552
376,2012-01-11,1,1,1,0,3,1,Cloudy,0.274167,0.282821,0.8475,0.131221,92,2085,2177,0,Springer,0.6687000000000001,0.565642,0.8475,0.19585223880597014
377,2012-01-12,1,1,1,0,4,1,Cloudy,0.3825,0.381938,0.802917,0.180967,269,3828,4097,0,Springer,0.9329268292682926,0.763876,0.802917,0.2701
378,2012-01-13,1,1,1,0,5,1,Sunny,0.274167,0.249362,0.5075,0.378108,174,3040,3214,0,Springer,0.6687000000000001,0.49872400000000006,0.5075,0.5643402985074627
379,2012-01-14,1,1,1,0,6,0,Sunny,0.18,0.183087,0.4575,0.187183,333,2160,2493,0,Springer,0.4390243902439024,0.366174,0.4575,0.2793776119402985
380,2012-01-15,1,1,1,0,0,0,Sunny,0.166667,0.161625,0.419167,0.251258,284,2027,2311,0,Springer,0.40650487804878055,0.32325,0.41916699999999996,0.37501194029850743
381,2012-01-16,1,1,1,1,1,0,Sunny,0.19,0.190663,0.5225,0.231358,217,2081,2298,0,Springer,0.46341463414634143,0.381326,0.5225,0.345310447761194
382,2012-01-17,1,1,1,0,2,1,Cloudy,0.373043,0.364278,0.716087,0.34913,127,2808,2935,0,Springer,0.9098609756097562,0.728556,0.716087,0.521089552238806
383,2012-01-18,1,1,1,0,3,1,Sunny,0.303333,0.275254,0.443333,0.415429,109,3267,3376,0,Springer,0.7398365853658537,0.550508,0.44333300000000003,0.6200432835820896
384,2012-01-19,1,1,1,0,4,1,Sunny,0.19,0.190038,0.4975,0.220158,130,3162,3292,0,Springer,0.46341463414634143,0.380076,0.49750000000000005,0.32859402985074626
385,2012-01-20,1,1,1,0,5,1,Cloudy,0.2175,0.220958,0.45,0.20275,115,3048,3163,0,Springer,0.5304878048780488,0.44191600000000003,0.45000000000000007,0.30261194029850746
386,2012-01-21,1,1,1,0,6,0,Cloudy,0.173333,0.174875,0.83125,0.222642,67,1234,1301,0,Springer,0.42276341463414635,0.34975,0.83125,0.33230149253731345
387,2012-01-22,1,1,1,0,0,0,Cloudy,0.1625,0.16225,0.79625,0.199638,196,1781,1977,0,Springer,0.39634146341463417,0.3245,0.7962500000000001,0.2979671641791045
388,2012-01-23,1,1,1,0,1,1,Cloudy,0.218333,0.243058,0.91125,0.110708,145,2287,2432,0,Springer,0.532519512195122,0.486116,0.9112500000000001,0.16523582089552238
389,2012-01-24,1,1,1,0,2,1,Sunny,0.3425,0.349108,0.835833,0.123767,439,3900,4339,0,Springer,0.8353658536585367,0.698216,0.835833,0.1847268656716418
390,2012-01-25,1,1,1,0,3,1,Sunny,0.294167,0.294821,0.64375,0.161071,467,3803,4270,0,Springer,0.7174804878048782,0.589642,0.64375,0.24040447761194028
391,2012-01-26,1,1,1,0,4,1,Cloudy,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,0,Springer,0.8333341463414634,0.7121,0.769583,0.10954597014925373
392,2012-01-27,1,1,1,0,5,1,Cloudy,0.425,0.415383,0.74125,0.342667,269,3187,3456,0,Springer,1.0365853658536586,0.830766,0.74125,0.5114432835820896
393,2012-01-28,1,1,1,0,6,0,Sunny,0.315833,0.326379,0.543333,0.210829,775,3248,4023,0,Springer,0.7703243902439024,0.652758,0.543333,0.3146701492537313
394,2012-01-29,1,1,1,0,0,0,Sunny,0.2825,0.272721,0.31125,0.24005,558,2685,3243,0,Springer,0.6890243902439024,0.545442,0.31125,0.35828358208955224
395,2012-01-30,1,1,1,0,1,1,Sunny,0.269167,0.262625,0.400833,0.215792,126,3498,3624,0,Springer,0.6565048780487805,0.52525,0.400833,0.3220776119402985
396,2012-01-31,1,1,1,0,2,1,Sunny,0.39,0.381317,0.416667,0.261817,324,4185,4509,0,Springer,0.9512195121951219,0.762634,0.416667,0.3907716417910448
397,2012-02-01,1,1,2,0,3,1,Sunny,0.469167,0.466538,0.507917,0.189067,304,4275,4579,0,Springer,1.1443097560975608,0.933076,0.507917,0.282189552238806
398,2012-02-02,1,1,2,0,4,1,Cloudy,0.399167,0.398971,0.672917,0.187187,190,3571,3761,0,Springer,0.9735780487804877,0.7979420000000002,0.672917,0.2793835820895522
399,2012-02-03,1,1,2,0,5,1,Sunny,0.313333,0.309346,0.526667,0.178496,310,3841,4151,0,Springer,0.7642268292682927,0.618692,0.526667,0.26641194029850745
400,2012-02-04,1,1,2,0,6,0,Cloudy,0.264167,0.272725,0.779583,0.121896,384,2448,2832,0,Springer,0.644309756097561,0.54545,0.779583,0.18193432835820897
401,2012-02-05,1,1,2,0,0,0,Cloudy,0.265833,0.264521,0.687917,0.175996,318,2629,2947,0,Springer,0.6483731707317073,0.529042,0.687917,0.26268059701492535
402,2012-02-06,1,1,2,0,1,1,Sunny,0.282609,0.296426,0.622174,0.1538,206,3578,3784,0,Springer,0.689290243902439,0.592852,0.622174,0.22955223880597014
403,2012-02-07,1,1,2,0,2,1,Sunny,0.354167,0.361104,0.49625,0.147379,199,4176,4375,0,Springer,0.8638219512195122,0.722208,0.49624999999999997,0.2199686567164179
404,2012-02-08,1,1,2,0,3,1,Cloudy,0.256667,0.266421,0.722917,0.133721,109,2693,2802,0,Springer,0.6260170731707317,0.532842,0.722917,0.19958358208955226
405,2012-02-09,1,1,2,0,4,1,Sunny,0.265,0.261988,0.562083,0.194037,163,3667,3830,0,Springer,0.6463414634146342,0.523976,0.562083,0.2896074626865672
406,2012-02-10,1,1,2,0,5,1,Cloudy,0.280833,0.293558,0.54,0.116929,227,3604,3831,0,Springer,0.6849585365853659,0.587116,0.54,0.1745208955223881
407,2012-02-11,1,1,2,0,6,0,Rainy,0.224167,0.210867,0.73125,0.289796,192,1977,2169,0,Springer,0.5467487804878048,0.421734,0.73125,0.4325313432835821
408,2012-02-12,1,1,2,0,0,0,Sunny,0.1275,0.101658,0.464583,0.409212,73,1456,1529,0,Springer,0.31097560975609756,0.203316,0.464583,0.6107641791044777
409,2012-02-13,1,1,2,0,1,1,Sunny,0.2225,0.227913,0.41125,0.167283,94,3328,3422,0,Springer,0.5426829268292683,0.45582599999999995,0.41125,0.24967611940298504
410,2012-02-14,1,1,2,0,2,1,Cloudy,0.319167,0.333946,0.50875,0.141179,135,3787,3922,0,Springer,0.7784560975609756,0.667892,0.50875,0.21071492537313433
411,2012-02-15,1,1,2,0,3,1,Sunny,0.348333,0.351629,0.53125,0.1816,141,4028,4169,0,Springer,0.8495926829268292,0.703258,0.53125,0.27104477611940303
412,2012-02-16,1,1,2,0,4,1,Cloudy,0.316667,0.330162,0.752917,0.091425,74,2931,3005,0,Springer,0.7723585365853658,0.660324,0.752917,0.13645522388059703
413,2012-02-17,1,1,2,0,5,1,Sunny,0.343333,0.351629,0.634583,0.205846,349,3805,4154,0,Springer,0.8373975609756097,0.703258,0.634583,0.3072328358208955
414,2012-02-18,1,1,2,0,6,0,Sunny,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,0,Springer,0.8455292682926829,0.71085,0.534583,0.2849686567164179
415,2012-02-19,1,1,2,0,0,0,Cloudy,0.28,0.265788,0.515833,0.253112,618,2071,2689,0,Springer,0.6829268292682927,0.531576,0.515833,0.3777791044776119
416,2012-02-20,1,1,2,1,1,0,Sunny,0.28,0.273391,0.507826,0.229083,502,2627,3129,0,Springer,0.6829268292682927,0.546782,0.507826,0.34191492537313434
417,2012-02-21,1,1,2,0,2,1,Sunny,0.287826,0.295113,0.594348,0.205717,163,3614,3777,0,Springer,0.7020146341463416,0.590226,0.594348,0.30704029850746273
418,2012-02-22,1,1,2,0,3,1,Sunny,0.395833,0.392667,0.567917,0.234471,394,4379,4773,0,Springer,0.9654463414634147,0.785334,0.567917,0.3499567164179105
419,2012-02-23,1,1,2,0,4,1,Sunny,0.454167,0.444446,0.554583,0.190913,516,4546,5062,0,Springer,1.1077243902439022,0.888892,0.554583,0.284944776119403
420,2012-02-24,1,1,2,0,5,1,Cloudy,0.4075,0.410971,0.7375,0.237567,246,3241,3487,0,Springer,0.9939024390243902,0.821942,0.7375,0.3545776119402985
421,2012-02-25,1,1,2,0,6,0,Sunny,0.290833,0.255675,0.395833,0.421642,317,2415,2732,0,Springer,0.7093487804878049,0.51135,0.39583299999999993,0.6293164179104478
422,2012-02-26,1,1,2,0,0,0,Sunny,0.279167,0.268308,0.41,0.205229,515,2874,3389,0,Springer,0.6808951219512196,0.536616,0.4099999999999999,0.30631194029850745
423,2012-02-27,1,1,2,0,1,1,Sunny,0.366667,0.357954,0.490833,0.268033,253,4069,4322,0,Springer,0.894309756097561,0.715908,0.49083299999999996,0.4000492537313433
424,2012-02-28,1,1,2,0,2,1,Sunny,0.359167,0.353525,0.395833,0.193417,229,4134,4363,0,Springer,0.8760170731707317,0.70705,0.39583299999999993,0.2886820895522388
425,2012-02-29,1,1,2,0,3,1,Cloudy,0.344348,0.34847,0.804783,0.179117,65,1769,1834,0,Springer,0.8398731707317073,0.69694,0.804783,0.26733880597014925
426,2012-03-01,1,1,3,0,4,1,Sunny,0.485833,0.475371,0.615417,0.226987,325,4665,4990,0,Springer,1.1849585365853659,0.9507419999999999,0.615417,0.3387865671641791
427,2012-03-02,1,1,3,0,5,1,Cloudy,0.353333,0.359842,0.657083,0.144904,246,2948,3194,0,Springer,0.8617878048780487,0.719684,0.657083,0.21627462686567164
428,2012-03-03,1,1,3,0,6,0,Cloudy,0.414167,0.413492,0.62125,0.161079,956,3110,4066,0,Springer,1.0101634146341463,0.826984,0.62125,0.24041641791044777
429,2012-03-04,1,1,3,0,0,0,Sunny,0.325833,0.303021,0.403333,0.334571,710,2713,3423,0,Springer,0.7947146341463414,0.606042,0.403333,0.49935970149253733
430,2012-03-05,1,1,3,0,1,1,Sunny,0.243333,0.241171,0.50625,0.228858,203,3130,3333,0,Springer,0.5934951219512195,0.482342,0.50625,0.341579104477612
431,2012-03-06,1,1,3,0,2,1,Sunny,0.258333,0.255042,0.456667,0.200875,221,3735,3956,0,Springer,0.630080487804878,0.510084,0.456667,0.2998134328358209
432,2012-03-07,1,1,3,0,3,1,Sunny,0.404167,0.3851,0.513333,0.345779,432,4484,4916,0,Springer,0.9857731707317072,0.7702,0.513333,0.5160880597014926
433,2012-03-08,1,1,3,0,4,1,Sunny,0.5275,0.524604,0.5675,0.441563,486,4896,5382,0,Springer,1.2865853658536586,1.049208,0.5675,0.6590492537313433
434,2012-03-09,1,1,3,0,5,1,Cloudy,0.410833,0.397083,0.407083,0.4148,447,4122,4569,0,Springer,1.0020317073170733,0.7941659999999999,0.40708300000000003,0.6191044776119403
435,2012-03-10,1,1,3,0,6,0,Sunny,0.2875,0.277767,0.350417,0.22575,968,3150,4118,0,Springer,0.7012195121951219,0.555534,0.350417,0.3369402985074627
436,2012-03-11,1,1,3,0,0,0,Sunny,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,0,Springer,0.882290243902439,0.71934,0.47695699999999996,0.33221940298507463
437,2012-03-12,1,1,3,0,1,1,Sunny,0.466667,0.459592,0.489167,0.207713,838,4460,5298,0,Springer,1.138212195121951,0.919184,0.48916699999999996,0.31001940298507463
438,2012-03-13,1,1,3,0,2,1,Sunny,0.565,0.542929,0.6175,0.23695,762,5085,5847,0,Springer,1.3780487804878048,1.085858,0.6175,0.3536567164179104
439,2012-03-14,1,1,3,0,3,1,Sunny,0.5725,0.548617,0.507083,0.115062,997,5315,6312,0,Springer,1.3963414634146343,1.097234,0.507083,0.17173432835820895
440,2012-03-15,1,1,3,0,4,1,Sunny,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,0,Springer,1.3597560975609757,1.06565,0.579583,0.22370597014925372
441,2012-03-16,1,1,3,0,5,1,Cloudy,0.435833,0.436229,0.842083,0.113192,548,3830,4378,0,Springer,1.0630073170731709,0.872458,0.842083,0.16894328358208957
442,2012-03-17,1,1,3,0,6,0,Cloudy,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,0,Springer,1.2540658536585365,1.010092,0.755833,0.16522985074626864
443,2012-03-18,1,1,3,0,0,0,Cloudy,0.4725,0.464,0.81,0.126883,2207,3685,5892,0,Springer,1.1524390243902438,0.928,0.8100000000000002,0.18937761194029848
444,2012-03-19,1,1,3,0,1,1,Sunny,0.545,0.532821,0.72875,0.162317,982,5171,6153,0,Springer,1.329268292682927,1.065642,0.72875,0.2422641791044776
445,2012-03-20,1,1,3,0,2,1,Sunny,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,0,Springer,1.3678853658536585,1.077066,0.807917,0.18100149253731346
446,2012-03-21,2,1,3,0,3,1,Cloudy,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,0,Summer,1.2967487804878048,1.026516,0.8212500000000001,0.13366910447761193
447,2012-03-22,2,1,3,0,4,1,Sunny,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,0,Summer,1.3516268292682927,1.063134,0.83125,0.17546567164179105
448,2012-03-23,2,1,3,0,5,1,Cloudy,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,0,Summer,1.467480487804878,1.140134,0.694167,0.1735820895522388
449,2012-03-24,2,1,3,0,6,0,Cloudy,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,0,Summer,1.225609756097561,0.973466,0.885417,0.2877358208955224
450,2012-03-25,2,1,3,0,0,0,Cloudy,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,0,Summer,1.0670731707317074,0.8749760000000001,0.880833,0.32951492537313437
451,2012-03-26,2,1,3,0,1,1,Sunny,0.445833,0.43875,0.477917,0.386821,795,4763,5558,0,Summer,1.0873975609756097,0.8775,0.47791700000000004,0.5773447761194029
452,2012-03-27,2,1,3,0,2,1,Sunny,0.323333,0.315654,0.29,0.187192,531,4571,5102,0,Summer,0.7886170731707316,0.631308,0.29,0.2793910447761194
453,2012-03-28,2,1,3,0,3,1,Sunny,0.484167,0.47095,0.48125,0.291671,674,5024,5698,0,Summer,1.1808951219512194,0.9419000000000001,0.48125,0.4353298507462687
454,2012-03-29,2,1,3,0,4,1,Sunny,0.494167,0.482304,0.439167,0.31965,834,5299,6133,0,Summer,1.2052853658536584,0.9646079999999999,0.4391669999999999,0.47708955223880595
455,2012-03-30,2,1,3,0,5,1,Cloudy,0.37,0.375621,0.580833,0.138067,796,4663,5459,0,Summer,0.9024390243902438,0.751242,0.580833,0.20607014925373132
456,2012-03-31,2,1,3,0,6,0,Cloudy,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,0,Summer,1.0345536585365853,0.8434160000000002,0.738333,0.374055223880597
457,2012-04-01,2,1,4,0,0,0,Cloudy,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,0,Summer,1.0386170731707318,0.834574,0.67625,0.2571149253731343
458,2012-04-02,2,1,4,0,1,1,Sunny,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,0,Summer,1.0583243902439023,0.8550259999999998,0.504348,0.46587910447761194
459,2012-04-03,2,1,4,0,2,1,Sunny,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,0,Summer,1.138212195121951,0.9229659999999998,0.39666700000000005,0.14945223880597014
460,2012-04-04,2,1,4,0,3,1,Sunny,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,0,Summer,1.3211390243902439,1.0669,0.469583,0.2701119402985075
461,2012-04-05,2,1,4,0,4,1,Sunny,0.435,0.431163,0.374167,0.219529,1192,5265,6457,0,Summer,1.0609756097560976,0.862326,0.374167,0.327655223880597
462,2012-04-06,2,1,4,0,5,1,Sunny,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,0,Summer,0.983739024390244,0.7815339999999998,0.377083,0.4483402985074627
463,2012-04-07,2,1,4,0,6,0,Sunny,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,0,Summer,1.0670731707317074,0.852258,0.254167,0.41025522388059693
464,2012-04-08,2,1,4,0,0,0,Sunny,0.5,0.492425,0.275833,0.232596,2230,2939,5169,0,Summer,1.2195121951219512,0.98485,0.275833,0.34715820895522387
465,2012-04-09,2,1,4,0,1,1,Sunny,0.489167,0.476638,0.3175,0.358196,905,4680,5585,0,Summer,1.193090243902439,0.9532759999999999,0.3175,0.5346208955223881
466,2012-04-10,2,1,4,0,2,1,Sunny,0.446667,0.436233,0.435,0.249375,819,5099,5918,0,Summer,1.089431707317073,0.8724660000000001,0.43499999999999994,0.37220149253731344
467,2012-04-11,2,1,4,0,3,1,Sunny,0.348696,0.337274,0.469565,0.295274,482,4380,4862,0,Summer,0.8504780487804878,0.674548,0.469565,0.4407074626865672
